ons_const_id,ons_region_id,constituency_name,Lab_Margin,intermediate_step,Incumbency_Status,county,region,country,constituency_type,seat_change_1719,winner_19,electorate_19,total_vote_19,rejected_vote_19,majority_19,con_vote_19,lab_vote_19,ld_vote_19,brexit_vote_19,green_vote_19,snp_vote_19,pc_vote_19,dup_vote_19,sf_vote_19,sdlp_vote_19,uup_vote_19,alliance_vote_19,other_vote_19,speaker_vote_19,turnout_19,con_19,lab_19,ld_19,brexit_19,green_19,snp_19,pc_19,dup_19,sf_19,sdlp_19,uup_19,alliance_19,other_19,speaker_19,pano,winner_17,con_17,lab_17,ld_17,snp_17,pc_17,ukip_17,green_17,other_17,majority_17,turnout_17,con_vote_17,lab_vote_17,ld_vote_17,snp_vote_17,pc_vote_17,ukip_vote_17,green_vote_17,total_vote_17,rejected_vote_17,electorate_17,leave_hanretty,remain_hanretty,majority_vote_17,alliance_vote_17,dup_vote_17,sdlp_vote_17,sf_vote_17,uup_vote_17,other_vote_17,alliance_17,dup_17,sf_17,sdlp_17,uup_17,con_1719,lab_1719,ld_1719,green_1719,snp_1719,pc_1719,uup_1719,dup_1719,alliance_1719,sf_1719,sdlp_1719,green_ppc_19,ld_ppc_19,lab_ppc_19,ukip_ppc_19,pc_ppc_19,con_ppc_19,speaker_ppc_19,sdlp_ppc_19,snp_ppc_19,dup_ppc_19,brexit_ppc_19,alliance_ppc_19,uup_ppc_19,green_ppc_sex_19,ld_ppc_sex_19,lab_ppc_sex_19,ukip_ppc_sex_19,pc_ppc_sex_19,con_ppc_sex_19,speaker_ppc_sex_19,sdlp_ppc_sex_19,snp_ppc_sex_19,dup_ppc_sex_19,brexit_ppc_sex_19,alliance_ppc_sex_19,uup_ppc_sex_19
E14000559,E12000002,Birkenhead,58.4339143,0,0,Merseyside,North West,England,Borough,NA,Labour,63762,42329,73,17705,5540,24990,1620,1489,1405,NA,NA,NA,NA,NA,NA,NA,7285,NA,66.50042345,13.08795389,59.03753928,3.82716341,3.517682912,3.319237402,NA,NA,NA,NA,NA,NA,NA,17.21042311,NA,56,Labour,18.42292101,76.85683531,2.560520349,NA,NA,0,2.159723336,NA,58.4339143,67.71137026,8044,33558,1118,NA,NA,NA,943,43663,108,64484,51.7076065,48.2923935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.334967124,-17.81929603,1.266643061,1.159514067,NA,NA,NA,NA,NA,NA,NA,Pat Cleary,Stuart Kelly,Mick Whitley,NA,NA,Claire Rowles,NA,NA,NA,NA,Darren Lee Lythgoe,NA,NA,Male,Male,Male,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000560,E12000005,"Birmingham, Edgbaston",15.86031368,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,68828,42328,149,5614,15603,21217,3349,1047,1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.71470913,36.86212436,50.12521263,7.912020412,2.473539974,2.627102627,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Labour,39.45473723,55.3150509,3.586168944,NA,NA,0,1.288636155,0.355406769,15.86031368,64.04958071,17207,24124,1564,NA,NA,NA,562,43612,108,68091,47.34707048,52.65292952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.592612866,-5.189838278,4.325851468,1.338466472,NA,NA,NA,NA,NA,NA,NA,Phil Simpson,Colin Green,Preet Kaur Gill,NA,NA,Alex Wan Yip,NA,NA,NA,NA,David Jonathon Wilks,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000561,E12000005,"Birmingham, Erdington",19.57438805,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,66148,35229,92,3601,14119,17720,1301,1441,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3969281,40.07777683,50.29946919,3.692980215,4.090380085,1.839393681,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Labour,38.38568396,57.96007201,2.015208104,NA,NA,0,1.639035924,-1.42109E-14,19.57438805,57.19796517,14286,21571,750,NA,NA,NA,610,37217,112,65067,62.97289172,37.02710828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69209287,-7.660602823,1.677772111,0.200357757,NA,NA,NA,NA,NA,NA,NA,Rob Grant,Ann Holtom,Jack Dromey,NA,NA,Robert Alden,NA,NA,NA,NA,Wendy Garcarz,NA,NA,Male,Female,Male,NA,NA,Male,NA,NA,NA,NA,Female,NA,NA
E14000562,E12000005,"Birmingham, Hall Green",62.50046032,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,80283,52911,180,28508,7381,35889,3673,877,818,NA,NA,NA,NA,NA,NA,NA,4273,NA,66.12981578,13.9498403,67.82899586,6.941845741,1.657500331,1.545992327,NA,NA,NA,NA,NA,NA,NA,8.075825443,NA,59,Labour,15.09666728,77.5971276,5.776100166,NA,NA,0,1.530104953,-1.42109E-14,62.50046032,69.38712933,8199,42143,3137,NA,NA,NA,831,54310,187,78271,33.56875091,66.43124909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.146826983,-9.76813174,1.165745575,0.015887374,NA,NA,NA,NA,NA,NA,NA,Patrick Cox,Izzy Knowles,Tahir Ali,NA,NA,Penny-Anne O'Donnell,NA,NA,NA,NA,Rosie Cuckston,NA,NA,Male,Female,Male,NA,NA,Female,NA,NA,NA,NA,Female,NA,NA
E14000563,E12000005,"Birmingham, Hodge Hill",66.87502694,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,78295,45003,131,28655,6742,35397,760,1519,328,NA,NA,NA,NA,NA,NA,NA,257,NA,57.64608213,14.98122347,78.65475635,1.688776304,3.375330534,0.7288403,NA,NA,NA,NA,NA,NA,NA,0.57107304,NA,60,Labour,14.18286847,81.05789542,1.735138164,NA,NA,2.189938354,0.83415959,NA,66.87502694,61.2882771,6580,37606,805,NA,NA,1016,387,46394,159,75698,51.48416727,48.51583273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798355,-2.403139068,-0.046361861,-0.10531929,NA,NA,NA,NA,NA,NA,NA,Jane McKears,Waheed Rafiq,Liam Byrne,NA,NA,Akaal Sidhu,NA,NA,NA,NA,Jill Dagnan,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,Female,NA,NA
E14000564,E12000005,"Birmingham, Ladywood",69.51364176,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,74912,42118,153,28582,4773,33355,2228,831,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.42754165,11.33244693,79.19416876,5.289899805,1.973028159,2.210456337,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Labour,13.19873145,82.71237321,2.798557145,NA,NA,0,1.290338199,NA,69.51364176,58.99061737,5452,34166,1156,NA,NA,NA,533,41307,155,70023,35.62267156,64.37732844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.866284515,-3.518204442,2.49134266,0.920118138,NA,NA,NA,NA,NA,NA,NA,Alexander Nettle,Lee Dargue,Shabana Mahmood,NA,NA,Mary Noone,NA,NA,NA,NA,Andrew Garcarz,NA,NA,Male,Male,Female,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000565,E12000005,"Birmingham, Northfield",10.52358618,0,0,West Midlands,West Midlands,England,Borough,Conservative gain from Labour,Conservative,73694,43098,140,1640,19957,18317,1961,1655,954,NA,NA,NA,NA,NA,NA,NA,254,NA,58.67234782,46.30609309,42.5008121,4.550095132,3.840085387,2.213559794,NA,NA,NA,NA,NA,NA,NA,0.589354494,NA,62,Labour,42.68287183,53.20645801,2.1624425,NA,NA,0,1.948227654,NA,10.52358618,61.32020685,18929,23596,959,NA,NA,NA,864,44348,151,72322,61.7882451,38.2117549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.623221258,-10.70564591,2.387652632,0.26533214,NA,NA,NA,NA,NA,NA,NA,Eleanor Masters,Jamie Christian Scott,Richard Burden,Kenneth Russell Lowry,NA,Gary Sambrook,NA,NA,NA,NA,Keith Rowe,NA,NA,Female,Male,Male,Male,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000566,E12000005,"Birmingham, Perry Barr",41.59332081,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,72006,42147,115,15317,11277,26594,1901,1382,845,NA,NA,NA,NA,NA,NA,NA,148,NA,58.69233119,26.75635277,63.09820391,4.510404062,3.278999692,2.004887655,NA,NA,NA,NA,NA,NA,NA,0.351151921,NA,63,Labour,26.53121253,68.12453334,2.44360477,NA,NA,0,1.337194832,1.563454533,41.59332081,63.04310615,11726,30109,1080,NA,NA,NA,591,44197,164,70106,51.21731706,48.78268294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22514024,-5.026329434,2.066799292,0.667692823,NA,NA,NA,NA,NA,NA,NA,Kefentse Dennis,Gerard Jerome,Khalid Mahmood,NA,NA,Raaj Shamji,NA,NA,NA,NA,Annette Willcox,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,Female,NA,NA
E14000567,E12000005,"Birmingham, Selly Oak",31.0441972,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,82665,49467,160,12414,15300,27714,3169,1436,1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.03387165,30.92971072,56.02522894,6.406291063,2.902945398,3.735823883,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,Labour,31.90568541,62.94988262,3.356129427,NA,NA,0,1.788302542,NA,31.0441972,65.86661288,15629,30836,1644,NA,NA,NA,876,48985,138,74370,46.90743133,53.09256867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.975974698,-6.924653677,3.050161635,1.947521341,NA,NA,NA,NA,NA,NA,NA,Joe Peacock,Dave Radcliffe,Steve McCabe,NA,NA,Hannah Campbell,NA,NA,NA,NA,Joseph Tawonezvi,NA,NA,Male,Male,Male,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000568,E12000005,"Birmingham, Yardley",37.24326997,1,1,West Midlands,West Midlands,England,Borough,NA,Labour,74704,42678,107,10659,12720,23379,3754,2246,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.27270293,29.80458316,54.77998032,8.796101036,5.262664605,1.356670884,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,Labour,19.82832232,57.07159229,17.94076671,NA,NA,4.305424475,0.629185205,0.224709002,37.24326997,61.31356691,8824,25398,7984,NA,NA,1916,280,44502,103,72581,60.09480763,39.90519237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.976260835,-2.29161197,-9.144665671,0.727485679,NA,NA,NA,NA,NA,NA,NA,Christopher Garghan,Roger Harmer,Jess Phillips,NA,NA,Vincent Robert Pountain Garrington,NA,NA,NA,NA,Mary Ann McKenna,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,Female,NA,NA
E14000569,E12000001,Bishop Auckland,1.159862295,1,1,Durham,North East,England,County,Conservative gain from Labour,Conservative,68170,44805,131,7962,24067,16105,2133,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.91755904,53.71498717,35.94464903,4.760629394,5.579734405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,Labour,46.91666089,48.07652319,2.717127608,NA,NA,0,0,2.289688316,1.159862295,63.96742584,20306,20808,1176,NA,NA,NA,NA,43281,78,67661,60.88597515,39.11402485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.798326276,-12.13187415,2.043501786,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ray Georgeson,Helen Goodman,NA,NA,Dehenna Davison,NA,NA,NA,NA,Nick Brown,NA,NA,NA,Male,Female,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000570,E12000002,Blackburn,42.86646322,1,1,Lancashire,North West,England,Borough,NA,Labour,71234,44736,109,18304,10736,29040,1130,2770,741,NA,NA,NA,NA,NA,NA,NA,319,NA,62.95448803,23.99856938,64.91416309,2.5259299,6.191881259,1.65638412,NA,NA,NA,NA,NA,NA,NA,0.713072246,NA,67,Labour,26.89676944,69.76323266,1.49216037,NA,NA,0,0,1.847837525,42.86646322,67.24074493,12780,33148,709,NA,NA,NA,NA,47515,187,70664,53.72925725,46.27074275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.898200056,-4.849069573,1.033769529,NA,NA,NA,NA,NA,NA,NA,NA,Reza Hossain,Beth Waller-Slack,Kate Hollern,NA,NA,Claire Rosalyn Gill,NA,NA,NA,NA,Rick Moore,NA,NA,Male,Female,Female,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000571,E12000002,Blackley and Broughton,48.86445791,1,1,Greater Manchester,North West,England,Borough,NA,Labour,73372,38618,142,14402,9485,23887,1590,2736,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.82669138,24.5610855,61.85457559,4.117251023,7.084779119,2.382308768,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,Labour,21.58153217,70.44599008,1.8373096,NA,NA,4.549647247,1.151746317,0.433774587,48.86445791,55.98621036,8657,28258,737,NA,NA,1825,462,40113,101,71648,50.03920379,49.96079621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.979553333,-8.591414492,2.279941422,1.230562451,NA,NA,NA,NA,NA,NA,NA,David Jones,Iain Donaldson,Graham Stringer,NA,NA,Alexander Elias,NA,NA,NA,NA,James Edward Buckley,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000572,E12000002,Blackpool North and Cleveleys,-4.93330407,1,-1,Lancashire,North West,England,Borough,NA,Conservative,63692,38804,130,8596,22364,13768,1494,NA,735,NA,NA,NA,NA,NA,NA,NA,443,NA,61.12855618,57.63323369,35.48087826,3.850118544,NA,1.894134625,NA,NA,NA,NA,NA,NA,NA,1.141634883,NA,69,Conservative,49.3940059,44.46070183,1.821640208,NA,NA,3.394542395,0.929109664,NA,4.93330407,64.10649241,20255,18232,747,NA,NA,1392,381,41007,59,63967,66.91034244,33.08965756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.239227786,-8.979823571,2.028478337,0.965024961,NA,NA,NA,NA,NA,NA,NA,Duncan Royle,Sue Close,Chris Webb,NA,NA,Paul Maynard,NA,NA,NA,NA,NA,NA,NA,Male,Female,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000573,E12000002,Blackpool South,7.218264527,1,1,Lancashire,North West,England,Borough,Conservative gain from Labour,Conservative,57690,32752,86,3690,16247,12557,1008,2009,563,NA,NA,NA,NA,NA,NA,NA,368,NA,56.92147686,49.60613092,38.33964338,3.077674646,6.133976551,1.718978994,NA,NA,NA,NA,NA,NA,NA,1.123595506,NA,70,Labour,43.08070838,50.29897291,1.813864332,NA,NA,3.830858582,0.9755958,1.42109E-14,7.218264527,59.77937404,15058,17581,634,NA,NA,1339,341,34953,44,58470,67.81412457,32.18587543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.525422543,-11.95932953,1.263810314,0.743383194,NA,NA,NA,NA,NA,NA,NA,Rebecca Daniels,Bill Greene,Gordon Marsden,NA,NA,Scott Benton,NA,NA,NA,NA,David Brown,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000574,E12000001,Blaydon,28.02803427,1,1,Tyne and Wear,North East,England,Borough,NA,Labour,67853,45681,121,5531,14263,19794,3703,5833,1279,NA,NA,NA,NA,NA,NA,NA,809,NA,67.50180537,31.22304678,43.33092533,8.106214838,12.76898492,2.799851142,NA,NA,NA,NA,NA,NA,NA,1.770976993,NA,72,Labour,28.08002662,56.10806089,9.079943432,NA,NA,5.113967224,1.212461526,0.405540304,28.02803427,70.2376605,13502,26979,4366,NA,NA,2459,583,48084,64,68459,56.12462434,43.87537566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.143020161,-12.77713556,-0.973728595,1.587389616,NA,NA,NA,NA,NA,NA,NA,Diane Cadman,Vicky Anderson,Liz Twist,NA,NA,Adrian Pepper,NA,NA,NA,NA,Michael Robinson,NA,NA,Female,Female,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000575,E12000001,Blyth Valley,18.62791245,0,0,Northumberland,North East,England,Borough,Conservative gain from Labour,Conservative,64429,40859,94,712,17440,16728,2151,3394,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.56299182,42.68337453,40.9407964,5.264446022,8.306615434,2.804767615,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,Labour,37.31466227,55.94257472,4.582254648,NA,NA,0,2.160508355,-1.42109E-14,18.62791245,67.00307498,15855,23770,1947,NA,NA,NA,918,42490,70,63415,60.49485326,39.50514674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.368712258,-15.00177833,0.682191374,0.644259261,NA,NA,NA,NA,NA,NA,NA,Dawn Furness,Thom Chapman,Susan Elizabeth Dungworth,NA,NA,Ian Levy,NA,NA,NA,NA,Mark Peart,NA,NA,Female,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000576,E12000008,Bognor Regis and Littlehampton,-34.06683284,1,-1,West Sussex,South East,England,County,NA,Conservative,77446,51223,208,22503,32521,10018,5645,NA,1826,NA,NA,NA,NA,NA,NA,NA,1213,NA,66.40885262,63.48905765,19.5576206,11.02044004,NA,3.564804873,NA,NA,NA,NA,NA,NA,NA,2.36807684,NA,74,Conservative,58.95778159,24.89094875,6.527496495,NA,NA,3.624006855,1.933712416,4.066053902,34.06683284,67.72257903,30276,12782,3352,NA,NA,1861,993,51352,98,75827,64.79230497,35.20769503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.531276064,-5.333328146,4.492943542,1.631092457,NA,NA,NA,NA,NA,NA,NA,Carol Jane Birch,Francis Oppler,Alan Butcher,David Kurten,NA,Nick Gibb,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,Male,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000577,E12000004,Bolsover,11.36739827,1,1,Derbyshire,East Midlands,England,County,Conservative gain from Labour,Conservative,74292,45938,151,5299,21791,16492,1759,4151,758,NA,NA,NA,NA,NA,NA,NA,987,NA,62.03763528,47.43567417,35.90056163,3.829073969,9.036092124,1.650050067,NA,NA,NA,NA,NA,NA,NA,2.148548043,NA,75,Labour,40.5533223,51.92072057,2.949332531,NA,NA,4.576624605,0,NA,11.36739827,63.35235397,18865,24153,1372,NA,NA,2129,NA,46519,107,73429,70.3942464,29.6057536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.882351871,-16.02015894,0.879741438,NA,NA,NA,NA,NA,NA,NA,NA,David Kesteven,David Hancock,Dennis Skinner,NA,NA,Mark Fletcher,NA,NA,NA,NA,Kevin Harper,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000578,E12000002,Bolton North East,8.403603125,1,1,Greater Manchester,North West,England,Borough,Conservative gain from Labour,Conservative,67564,43556,112,378,19759,19381,1847,1880,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.63205257,45.36458812,44.49673983,4.240517954,4.316282487,1.581871614,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Labour,42.21277914,50.61638227,2.912599872,NA,NA,3.46811854,0.790120178,-1.42109E-14,8.403603125,67.20360537,19073,22870,1316,NA,NA,1567,357,45183,90,67233,58.11275967,41.88724033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.151808974,-6.119642438,1.327918082,0.791751436,NA,NA,NA,NA,NA,NA,NA,Liz Spencer,Warren Fox,David Crausby,NA,NA,Mark Logan,NA,NA,NA,NA,Trevor Jones,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000579,E12000002,Bolton South East,31.01386953,1,1,Greater Manchester,North West,England,Borough,NA,Labour,69163,40604,111,7598,13918,21516,1411,2968,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.86818096,34.27741109,52.98985322,3.475027091,7.309624668,1.948083933,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,Labour,29.6529074,60.66677693,1.845332325,NA,NA,6.566169695,1.268813647,1.42109E-14,31.01386953,61.43918939,12550,25676,781,NA,NA,2779,537,42323,97,68886,63.0276743,36.9723257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62450369,-7.676923713,1.629694766,0.679270285,NA,NA,NA,NA,NA,NA,NA,David Figgins,Kevin Walsh,Yasmin Qureshi,NA,NA,Johno Lee,NA,NA,NA,NA,Mark Cunningham,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000580,E12000002,Bolton West,-1.83335292,1,-1,Greater Manchester,North West,England,County,NA,Conservative,73191,49298,163,8855,27255,18400,2704,NA,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5779809,55.28621851,37.32402937,5.485009534,NA,1.904742586,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Conservative,47.90809731,46.07474439,2.908684922,NA,NA,3.108473381,0,1.42109E-14,1.83335292,70.13201093,24459,23523,1485,NA,NA,1587,NA,51054,81,72797,55.55402654,44.44597346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.378121199,-8.750715016,2.576324612,NA,NA,NA,NA,NA,NA,NA,NA,Paris Hayes,Rebecca Forrest,Julie Hilling,NA,NA,Chris Green,NA,NA,NA,NA,NA,NA,NA,Male,Female,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000581,E12000002,Bootle,71.9853643,1,1,Merseyside,North West,England,Borough,NA,Labour,74832,49174,149,34556,4510,39066,1822,2610,1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.91164208,9.171513401,79.44442185,3.70521007,5.307682922,2.371171757,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Labour,12.04860006,84.03396437,1.664412981,NA,NA,0,1.409879096,0.843143493,71.9853643,69.00867274,6059,42259,837,NA,NA,NA,709,50288,163,72872,54.79967454,45.20032546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.877086662,-4.589542516,2.040797089,0.961292661,NA,NA,NA,NA,NA,NA,NA,Mike Carter,Rebecca Hanson,Peter Dowd,NA,NA,Tarsilo Onuluk,NA,NA,NA,NA,Kim Sherrie Knight,NA,NA,Male,Female,Male,NA,NA,Male,NA,NA,NA,NA,Female,NA,NA
E14000582,E12000004,Boston and Skegness,-38.64828937,1,-1,Lincolnshire,East Midlands,England,County,NA,Conservative,69381,41696,175,25621,31963,6342,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428,NA,60.34937519,76.65723331,15.2100921,4.707885649,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.424788949,NA,80,Conservative,63.59989739,24.95160801,1.798082978,NA,NA,7.714732153,1.275682735,0.659996735,38.64828937,62.68676354,27271,10699,771,NA,NA,3308,547,42879,92,68402,75.64987141,24.35012859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05733592,-9.741515918,2.909802671,-1.275682735,NA,NA,NA,NA,NA,NA,NA,NA,Hilary Jones,Ben Cook,NA,NA,Matt Warman,NA,NA,NA,NA,NA,NA,NA,NA,Female,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000583,E12000004,Bosworth,-32.67162797,0,0,Leicestershire,East Midlands,England,County,NA,Conservative,81542,56432,234,26278,36056,9778,9096,NA,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.493022,63.89282676,17.32704848,16.11851432,NA,2.661610434,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,Conservative,56.72981057,24.0581826,17.34795613,NA,NA,0,1.864050705,-1.42109E-14,32.67162797,68.78191548,31864,13513,9744,NA,NA,NA,1047,56168,133,81661,60.82936386,39.17063614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.163016197,-6.731134112,-1.229441813,0.797559729,NA,NA,NA,NA,NA,NA,NA,Mick Gregg,Michael Mullaney,Rick Middleton,NA,NA,Luke Evans,NA,NA,NA,NA,NA,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000584,E12000009,Bournemouth East,-16.32522934,1,-1,Dorset,South West,England,Borough,NA,Conservative,74125,49274,188,8806,24926,16120,5418,NA,2049,NA,NA,NA,NA,NA,NA,NA,761,NA,66.72782462,50.58651622,32.71502212,10.99565694,NA,4.158379673,NA,NA,NA,NA,NA,NA,NA,1.544425052,NA,82,Conservative,51.87584845,35.55061911,6.516105146,NA,NA,2.889876178,2.542268296,0.625282817,16.32522934,65.17944524,25221,17284,3168,NA,NA,1405,1236,48618,115,74591,53.69069461,46.30930539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.289332236,-2.835596991,4.479551793,1.616111377,NA,NA,NA,NA,NA,NA,NA,Alasdair Keddie,Philip Dunn,Corrie Drew,NA,NA,Tobias Ellwood,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000585,E12000009,Bournemouth West,-17.32536455,1,-1,Dorset,South West,England,Borough,NA,Conservative,74205,45977,211,10150,24550,14400,4931,NA,2096,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.24378411,53.39626335,31.32000783,10.72492768,NA,4.55880114,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,Conservative,53.50169636,36.17633181,6.58098726,NA,NA,0,2.801806457,0.939178107,17.32536455,60.80606599,23812,16101,2929,NA,NA,NA,1247,44507,147,73195,57.73176661,42.26823339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.105433013,-4.856323983,4.143940421,1.756994682,NA,NA,NA,NA,NA,NA,NA,Simon Bull,Jon Nicholas,David Stokes,NA,NA,Conor Burns,NA,NA,NA,NA,NA,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000586,E12000008,Bracknell,-28.65526372,0,0,Berkshire,South East,England,County,NA,Conservative,78978,54350,212,19829,31894,12065,7749,NA,2089,NA,NA,NA,NA,NA,NA,NA,553,NA,69.08506166,58.6826127,22.19871205,14.2575897,NA,3.843606256,NA,NA,NA,NA,NA,NA,NA,1.017479301,NA,84,Conservative,58.83131754,30.17605382,7.489443928,NA,NA,2.721319688,0,0.781865025,28.65526372,70.57159813,32882,16866,4186,NA,NA,1521,NA,55892,146,79199,53.2448746,46.7551254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.148704845,-7.977341767,6.768145769,NA,NA,NA,NA,NA,NA,NA,NA,Derek Florey,Kaweh Beheshtizadeh,Paul Bidwell,NA,NA,James Sunderland,NA,NA,NA,NA,NA,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
