ons_const_id,ons_region_id,constituency_name,Lab_Margin,intermediate_step,Incumbency_Status,county,region,country,constituency_type,seat_change_1719,winner_19,electorate_19,total_vote_19,rejected_vote_19,majority_19,con_vote_19,lab_vote_19,ld_vote_19,brexit_vote_19,green_vote_19,snp_vote_19,pc_vote_19,dup_vote_19,sf_vote_19,sdlp_vote_19,uup_vote_19,alliance_vote_19,other_vote_19,speaker_vote_19,turnout_19,con_19,lab_19,ld_19,brexit_19,green_19,snp_19,pc_19,dup_19,sf_19,sdlp_19,uup_19,alliance_19,other_19,speaker_19,pano,winner_17,con_17,lab_17,ld_17,snp_17,pc_17,ukip_17,green_17,other_17,majority_17,turnout_17,con_vote_17,lab_vote_17,ld_vote_17,snp_vote_17,pc_vote_17,ukip_vote_17,green_vote_17,total_vote_17,rejected_vote_17,electorate_17,leave_hanretty,remain_hanretty,majority_vote_17,alliance_vote_17,dup_vote_17,sdlp_vote_17,sf_vote_17,uup_vote_17,other_vote_17,alliance_17,dup_17,sf_17,sdlp_17,uup_17,con_1719,lab_1719,ld_1719,green_1719,snp_1719,pc_1719,uup_1719,dup_1719,alliance_1719,sf_1719,sdlp_1719,green_ppc_19,ld_ppc_19,lab_ppc_19,ukip_ppc_19,pc_ppc_19,con_ppc_19,speaker_ppc_19,sdlp_ppc_19,snp_ppc_19,dup_ppc_19,brexit_ppc_19,alliance_ppc_19,uup_ppc_19,green_ppc_sex_19,ld_ppc_sex_19,lab_ppc_sex_19,ukip_ppc_sex_19,pc_ppc_sex_19,con_ppc_sex_19,speaker_ppc_sex_19,sdlp_ppc_sex_19,snp_ppc_sex_19,dup_ppc_sex_19,brexit_ppc_sex_19,alliance_ppc_sex_19,uup_ppc_sex_19
E14000686,E12000002,Eddisbury,-23.27013387,0,0,Cheshire,North West,England,County,NA,Conservative,73700,52971,143,18443,30095,11652,9582,NA,1191,NA,NA,NA,NA,NA,NA,NA,451,NA,72.06784261,56.81410583,21.99694172,18.08914312,NA,2.248400068,NA,NA,NA,NA,NA,NA,NA,0.851409262,NA,227,Conservative,56.8834155,33.61328163,5.463863287,NA,NA,2.160993005,1.529647889,0.348798691,23.27013387,73.02908698,29192,17250,2804,NA,NA,1109,785,51319,85,70272,52.16666864,47.83333136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.069309668,-11.61633991,12.62527983,0.718752179,NA,NA,NA,NA,NA,NA,NA,Louise Jewkes,Antoinette Sandbach,Terry Savage,Andrea Christabel Allen,NA,Edward Timpson,NA,NA,NA,NA,NA,NA,NA,Female,Female,Male,Female,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000687,E12000007,Edmonton,48.34241495,1,1,London,London,England,Borough,NA,Labour,65747,40341,148,16015,10202,26217,2145,840,862,NA,NA,NA,NA,NA,NA,NA,75,NA,61.58303801,25.2894078,64.98847327,5.317171116,2.082248829,2.136783917,NA,NA,NA,NA,NA,NA,NA,0.185915074,NA,233,Labour,23.1375063,71.47992124,1.964375658,NA,NA,1.968954622,1.449242181,NA,48.34241495,66.40315004,10106,31221,858,NA,NA,860,633,43678,113,65777,45.5096172,54.4903828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.151901502,-6.491447976,3.352795458,0.687541736,NA,NA,NA,NA,NA,NA,NA,Benjamin Maydon,David Schmitz,Kate Osamor,NA,NA,James Andrew Hockney,NA,NA,NA,NA,Sachin Sehgal,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000688,E12000002,Ellesmere Port and Neston,22.36007774,1,1,Cheshire,North West,England,County,NA,Labour,70327,48746,128,8764,17237,26001,2406,2138,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4953574,35.36085012,53.33976121,4.935789603,4.386000903,1.977598162,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,Labour,36.80284262,59.16292036,1.751114078,NA,NA,1.611731679,0.671391272,NA,22.36007774,74.18372994,18747,30137,892,NA,NA,821,342,50939,69,68666,58.34197808,41.65802192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.441992495,-5.823159145,3.184675526,1.30620689,NA,NA,NA,NA,NA,NA,NA,Chris Copeman,Ed Gough,Justin Madders,NA,NA,Alison Dawne Rodwell,NA,NA,NA,NA,Chris Stevens,NA,NA,Male,Male,Male,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000689,E12000003,Elmet and Rothwell,-16.46736757,1,-1,West Yorkshire,Yorkshire and The Humber,England,County,NA,Conservative,80957,58225,187,17353,33726,16373,5155,NA,1775,NA,NA,NA,NA,NA,NA,NA,1196,NA,72.1518831,57.92357235,28.12022327,8.85358523,NA,3.048518678,NA,NA,NA,NA,NA,NA,NA,2.054100472,NA,235,Conservative,54.3347553,37.86738773,4.376742468,NA,NA,0,1.671089315,1.750025192,16.46736757,74.15775118,32352,22547,2606,NA,NA,NA,995,59542,134,80291,56.79310101,43.20689899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58881705,-9.747164455,4.476842762,1.377429362,NA,NA,NA,NA,NA,NA,NA,Penny Stables,Stewart Golton,David Nagle,NA,NA,Alec Shelbrooke,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000690,E12000007,Eltham,13.64099231,1,1,London,London,England,Borough,NA,Labour,64086,43689,114,3197,17353,20550,2941,1523,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.35034173,39.71938016,47.0370116,6.731671588,3.486003342,3.025933301,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,Labour,40.80164663,54.44263893,3.156754414,NA,NA,0,0,1.598960026,13.64099231,71.58699631,18832,25128,1457,NA,NA,NA,NA,46155,150,64474,51.81526511,48.18473489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.082266461,-7.405627329,3.574917173,NA,NA,NA,NA,NA,NA,NA,NA,Matthew Stratford,Charley Hasted,Clive Efford,NA,NA,Louie French,NA,NA,NA,NA,Steve Kelleher,NA,NA,Male,Non-Binary,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000691,E12000007,Enfield North,21.09955729,0,0,London,London,England,Borough,NA,Labour,68301,45050,132,6492,16848,23340,2950,797,1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.15130086,37.39844617,51.809101,6.548279689,1.769145394,2.475027747,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,Labour,36.9195923,58.01914959,2.133223515,NA,NA,1.746113456,1.181921137,-1.42109E-14,21.09955729,71.33938539,17930,28177,1036,NA,NA,848,574,48565,125,68076,49.21544262,50.78455738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478853872,-6.210048594,4.415056174,1.29310661,NA,NA,NA,NA,NA,NA,NA,Isobel Whittaker,Guy Russo,Feryal Clark,NA,NA,Joanne Louise Laban,NA,NA,NA,NA,Ike Ijeh,NA,NA,Female,Male,Female,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000692,E12000007,"Enfield, Southgate",9.011339182,1,1,London,London,England,Borough,NA,Labour,65525,47276,127,4450,18473,22923,4344,494,1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.34338039,39.07479482,48.4876047,9.188594636,1.044927659,2.204078179,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,Labour,42.69574574,51.70708492,3.983198146,NA,NA,0,1.613971197,NA,9.011339182,74.11133262,20634,24989,1925,NA,NA,NA,780,48328,158,65210,37.88481586,62.11518414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.620950916,-3.219480215,5.20539649,0.590106982,NA,NA,NA,NA,NA,NA,NA,Luke Balnave,Rob Wilson,Bambos Charalambous,NA,NA,David Burrowes,NA,NA,NA,NA,Parag Shah,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000693,E12000006,Epping Forest,-35.92626873,1,-1,Essex,East,England,County,NA,Conservative,74304,50268,269,22173,32364,10191,5387,NA,1975,NA,NA,NA,NA,NA,NA,NA,351,NA,68.01383506,64.38290762,20.27333492,10.71655924,NA,3.928940877,NA,NA,NA,NA,NA,NA,NA,0.698257341,NA,239,Conservative,61.95868371,26.03241497,5.679513185,NA,NA,3.684594025,2.428169125,0.216624983,35.92626873,67.94358885,31462,13219,2884,NA,NA,1871,1233,50779,130,74737,61.01128584,38.98871416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.424223907,-5.75908005,5.037046058,1.500771752,NA,NA,NA,NA,NA,NA,NA,Steven Neville,Jon Whitehouse,Vicky Ashworth Te Velde,NA,NA,Eleanor Laing,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000694,E12000008,Epsom and Ewell,-34.54763271,1,-1,Surrey,South East,England,Borough,NA,Conservative,81138,59451,254,17873,31819,10226,13946,NA,2047,NA,NA,NA,NA,NA,NA,NA,1413,NA,73.58451034,53.52138736,17.20071992,23.45797379,NA,3.443171688,NA,NA,NA,NA,NA,NA,NA,2.376747237,NA,240,Conservative,59.58390983,25.03627712,12.48776702,NA,NA,0,2.89204603,NA,34.54763271,74.05565483,35313,14838,7401,NA,NA,NA,1714,59266,202,80029,47.78075706,52.21924294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.062522469,-7.835557203,10.97020678,0.551125658,NA,NA,NA,NA,NA,NA,NA,Janice Baker,Steve Gee,Ed Mayne,NA,NA,Chris Grayling,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000695,E12000004,Erewash,-9.107892569,1,-1,Derbyshire,East Midlands,England,County,NA,Conservative,72523,48814,168,10606,27560,16954,2487,NA,1115,NA,NA,NA,NA,NA,NA,NA,698,NA,67.53995284,56.45921252,34.73183923,5.094849838,NA,2.284180768,NA,NA,NA,NA,NA,NA,NA,1.429917647,NA,241,Conservative,52.10622527,42.9983327,2.496936582,NA,NA,0,1.355939013,1.042566441,9.107892569,68.19782177,25939,21405,1243,NA,NA,NA,675,49781,86,72995,63.22379118,36.77620882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.352987254,-8.266493471,2.597913256,0.928241755,NA,NA,NA,NA,NA,NA,NA,Brent Poland,James Martin Archer,Catherine Atkinson,NA,NA,Maggie Throup,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000696,E12000007,Erith and Thamesmead,22.5215905,0,0,London,London,England,Borough,NA,Labour,65399,41384,115,3758,16124,19882,1984,2246,876,NA,NA,NA,NA,NA,NA,NA,272,NA,63.4550987,38.96191765,48.04272182,4.794123333,5.427218249,2.116760101,NA,NA,NA,NA,NA,NA,NA,0.657258844,NA,242,Labour,35.01934149,57.54093199,1.686757827,NA,NA,3.886290032,1.140248291,0.726430371,22.5215905,63.77144168,15571,25585,750,NA,NA,1728,507,44464,79,69724,54.63087853,45.36912147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94257616,-9.498210165,3.107365506,0.97651181,NA,NA,NA,NA,NA,NA,NA,Claudine Letsae,Sam Webber,Abena Oppong-Asare,NA,NA,Joe Paul James Robertson,NA,NA,NA,NA,Tom Bright,NA,NA,Female,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000697,E12000008,Esher and Walton,-38.93252231,1,-1,Surrey,South East,England,Borough,NA,Conservative,81184,63084,163,2743,31132,2838,28389,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,77.90574497,49.35007292,4.498763553,45.00190223,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.149261302,NA,243,Conservative,58.60599579,19.67347348,17.33565055,NA,NA,1.727883426,1.794726112,0.862270646,38.93252231,73.93560503,35071,11773,10374,NA,NA,1034,1074,59842,52,80938,41.56633024,58.43366976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.25592287,-15.17470993,27.66625168,-1.794726112,NA,NA,NA,NA,NA,NA,NA,NA,Monica Harding,Peter Leondard Ashurst,NA,NA,Dominic Raab,NA,NA,NA,NA,NA,NA,NA,NA,Female,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000698,E12000009,Exeter,29.07998484,1,1,Devon,South West,England,Borough,NA,Labour,82054,56192,221,10403,19479,29882,NA,1428,4838,NA,NA,NA,NA,NA,NA,NA,565,NA,68.75106637,34.66507688,53.17838838,NA,2.541287016,8.609766515,NA,NA,NA,NA,NA,NA,NA,1.005481207,NA,244,Labour,32.8726341,61.95261895,2.818324522,NA,NA,0,1.853021309,0.503401115,29.07998484,71.67076167,18219,34336,1562,NA,NA,NA,1027,55423,131,77330,44.82789363,55.17210637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.792442774,-8.774230566,-2.818324522,6.756745206,NA,NA,NA,NA,NA,NA,NA,Joe Levy,NA,Ben Bradshaw,Duncan Odgers,NA,John Nicholas Gray,NA,NA,NA,NA,Leslie David Willis,NA,NA,Male,NA,Male,Male,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000699,E12000008,Fareham,-37.80650367,1,-1,Hampshire,South East,England,County,NA,Conservative,78337,57250,286,26086,36459,10373,8006,NA,2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.44677483,63.68384279,18.11877729,13.98427948,NA,4.213100437,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,Conservative,62.99329989,25.18679623,6.833409338,NA,NA,2.702844915,2.28364963,-1.42109E-14,37.80650367,72.31883506,35915,14360,3896,NA,NA,1541,1302,57014,124,78837,55.52010727,44.47989273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.690542904,-7.068018933,7.150870138,1.929450807,NA,NA,NA,NA,NA,NA,NA,Nick Lyle,Matthew Winnington,Matthew James Randall,NA,NA,Suella Braverman,NA,NA,NA,NA,NA,NA,NA,Male,Male,Male,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000700,E12000008,Faversham and Mid Kent,-35.00170858,1,-1,Kent,South East,England,County,NA,Conservative,73403,50394,189,21976,31864,9888,6170,NA,2103,NA,NA,NA,NA,NA,NA,NA,369,NA,68.9113524,63.22974957,19.6213835,12.24352105,NA,4.173115847,NA,NA,NA,NA,NA,NA,NA,0.732230027,NA,247,Conservative,61.08665501,26.08494643,6.530784538,NA,NA,3.421174295,2.876439727,NA,35.00170858,74.89499435,30390,12977,3249,NA,NA,1702,1431,49749,77,66425,58.67045504,41.32954496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.143094565,-6.463562933,5.712736516,1.29667612,NA,NA,NA,NA,NA,NA,NA,Hannah Temple,Hannah Perkin,Jenny Reeves,NA,NA,Helen Whately,NA,NA,NA,NA,NA,NA,NA,Female,Female,Female,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000701,E12000007,Feltham and Heston,29.42463273,1,1,London,London,England,Borough,NA,Labour,80934,47811,146,7859,17017,24876,3127,1658,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.25445425,35.59222773,52.0298676,6.540335906,3.467821213,2.369747548,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,Labour,31.79323741,61.21787014,2.615648632,NA,NA,2.847605937,1.525637883,-1.42109E-14,29.42463273,64.89340872,16859,32462,1387,NA,NA,1510,809,53027,111,81714,55.93200537,44.06799463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.798990323,-9.188002538,3.924687274,0.844109665,NA,NA,NA,NA,NA,NA,NA,Tony Firkins,Hina Malik,Seema Malhotra,NA,NA,Jane Keep,NA,NA,NA,NA,Martyn Nelson,NA,NA,Male,Female,Female,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000702,E12000009,Filton and Bradley Stoke,-8.263973808,1,-1,Avon,South West,England,County,NA,Conservative,74016,53752,194,5646,26293,20647,4992,NA,1563,NA,NA,NA,NA,NA,NA,NA,257,NA,72.88424125,48.91538919,38.41159399,9.287096294,NA,2.90779878,NA,NA,NA,NA,NA,NA,NA,0.478121744,NA,251,Conservative,49.97633229,41.71235849,6.019486411,NA,NA,0,2.291822808,1.42109E-14,8.263973808,69.95019522,25339,21149,3052,NA,NA,NA,1162,50702,164,72483,48.77303387,51.22696613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0609431,-3.3007645,3.267609883,0.615975972,NA,NA,NA,NA,NA,NA,NA,Jenny Vernon,Louise Anne Harris,Mhairi Threlfall,NA,NA,Jack Lopresti,NA,NA,NA,NA,NA,NA,NA,Female,Female,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000703,E12000007,Finchley and Golders Green,-3.163119214,1,-1,London,London,England,Borough,NA,Conservative,77573,55109,213,6562,24162,13347,17600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.31605069,43.84401822,24.21927453,31.93670725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,Conservative,46.95809869,43.79497948,6.610670994,NA,NA,0.881931851,1.754318984,NA,3.163119214,71.43831226,24599,22942,3463,NA,NA,462,919,52385,159,73329,31.10078691,68.89921309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.114080474,-19.57570495,25.32603626,-1.754318984,NA,NA,NA,NA,NA,NA,NA,NA,Luciana Berger,Ross Semple Houston,NA,NA,Mike Freer,NA,NA,NA,NA,NA,NA,NA,NA,Female,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000704,E12000008,Folkestone and Hythe,-26.17579618,1,-1,Kent,South East,England,County,NA,Conservative,88272,59005,260,21337,35483,14146,5755,NA,2706,NA,NA,NA,NA,NA,NA,NA,915,NA,67.13907015,60.13558173,23.97423947,9.753410728,NA,4.586052029,NA,NA,NA,NA,NA,NA,NA,1.550716041,NA,253,Conservative,54.68704883,28.51125265,7.171125265,NA,NA,4.356687898,4.242887473,1.030997877,26.17579618,68.24346254,32197,16786,4222,NA,NA,2565,2498,58875,97,86272,61.64041021,38.35958979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.448532898,-4.537013183,2.582285463,0.343164556,NA,NA,NA,NA,NA,NA,NA,Georgina Treloar,Simon Bishop,Laura Davison,NA,NA,Damian Collins,NA,NA,NA,NA,NA,NA,NA,Female,Male,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000705,E12000009,Forest Of Dean,-18.35532289,1,-1,Gloucestershire,South West,England,County,NA,Conservative,71438,51475,230,15869,30680,14811,NA,NA,4681,NA,NA,NA,NA,NA,NA,NA,1303,NA,72.37744618,59.60174842,28.77319087,NA,NA,9.093734823,NA,NA,NA,NA,NA,NA,NA,2.531325886,NA,254,Conservative,54.27395831,35.91863542,3.919485386,NA,NA,2.38955319,2.397280121,1.101087565,18.35532289,73.01616407,28096,18594,2029,NA,NA,1237,1241,51767,81,70898,57.88889683,42.11110317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.327790108,-7.145444555,-3.919485386,6.696454702,NA,NA,NA,NA,NA,NA,NA,Chris McFarling,NA,Di Martin,NA,NA,Mark Harper,NA,NA,NA,NA,NA,NA,NA,Male,NA,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000706,E12000002,Fylde,-25.40512622,1,-1,Lancashire,North West,England,County,NA,Conservative,66847,46659,162,16611,28432,11821,3748,NA,1731,NA,NA,NA,NA,NA,NA,NA,927,NA,70.04203629,60.93572515,25.33487644,8.032748237,NA,3.709895197,NA,NA,NA,NA,NA,NA,NA,1.986754967,NA,256,Conservative,58.82454215,33.41941593,5.037983946,NA,NA,0,2.718057977,NA,25.40512622,70.471814,27334,15529,2341,NA,NA,NA,1263,46467,127,65937,56.72864297,43.27135703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.111183007,-8.084539486,2.994764292,0.99183722,NA,NA,NA,NA,NA,NA,NA,Gina Dowding,Mark Jewell,Martin Mitchell,NA,NA,Mark Menzies,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000707,E12000004,Gainsborough,-33.10257657,1,-1,Lincolnshire,East Midlands,England,County,NA,Conservative,76343,51046,259,22967,33893,10926,5157,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,NA,67.20327993,66.39697528,21.40422364,10.10265251,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.096148572,NA,257,Conservative,61.81818182,28.71560525,7.058823529,NA,NA,0,2.407389402,NA,33.10257657,67.75987245,31790,14767,3630,NA,NA,NA,1238,51425,150,75893,61.95582417,38.04417583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.578793459,-7.311381609,3.04382898,-2.407389402,NA,NA,NA,NA,NA,NA,NA,NA,Lesley Rollings,Perry Smith,NA,NA,Edward Leigh,NA,NA,NA,NA,NA,NA,NA,NA,Female,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000708,E12000002,Garston and Halewood,60.06688838,1,1,Merseyside,North West,England,Borough,NA,Labour,76116,53326,147,31624,6954,38578,3324,2943,1183,NA,NA,NA,NA,NA,NA,NA,344,NA,70.25198381,13.04054307,72.34369726,6.233357087,5.518883847,2.218430034,NA,NA,NA,NA,NA,NA,NA,0.6450887,NA,258,Labour,17.65629087,77.72317925,3.219236949,NA,NA,0,1.401292926,NA,60.06688838,71.12747183,9450,41599,1723,NA,NA,NA,750,53522,143,75248,47.96281365,52.03718635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.615747796,-5.379481995,3.014120137,0.817137108,NA,NA,NA,NA,NA,NA,NA,Jean-Paul Roberts,Kris Brown,Maria Eagle,NA,NA,Neva Novaky,NA,NA,NA,NA,Jake Fraser,NA,NA,Male,Male,Female,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000709,E12000001,Gateshead,41.20846495,1,1,Tyne and Wear,North East,England,Borough,NA,Labour,64449,38145,221,7200,13250,20450,2792,NA,1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.52924017,34.73587626,53.61122034,7.319438983,NA,4.333464412,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,Labour,23.93178633,65.14025129,4.059093176,NA,NA,5.4176662,1.451203002,NA,41.20846495,64.58902218,10076,27426,1709,NA,NA,2281,611,42103,71,65186,56.22325502,43.77674498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.80408993,-11.52903095,3.260345807,2.88226141,NA,NA,NA,NA,NA,NA,NA,Rachel Cabral,Peter Maughan,Ian Mearns,NA,NA,Jane MacBean,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000710,E12000004,Gedling,9.082465849,1,1,Nottinghamshire,East Midlands,England,County,Conservative gain from Labour,Conservative,71336,49953,144,679,22718,22039,2279,1820,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.22681395,45.47875003,44.1194723,4.562288551,3.643424819,2.1960643,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,Labour,42.83696451,51.91943036,2.035524941,NA,NA,2.211601718,0.996478464,NA,9.082465849,72.56363815,22139,26833,1052,NA,NA,1143,515,51682,83,71223,56.29742908,43.70257092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.641785511,-7.799958059,2.52676361,1.199585836,NA,NA,NA,NA,NA,NA,NA,Jim Norris,Anita Prabhakar,Vernon Coaker,NA,NA,Tom Randall,NA,NA,NA,NA,Graham Hunt,NA,NA,Male,Female,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000711,E12000008,Gillingham and Rainham,-19.29688139,1,-1,Kent,South East,England,Borough,NA,Conservative,73549,45958,138,15119,28173,13054,2503,NA,1043,NA,NA,NA,NA,NA,NA,NA,1185,NA,62.67386368,61.30162322,28.40419513,5.446277036,NA,2.269463423,NA,NA,NA,NA,NA,NA,NA,2.578441185,NA,261,Conservative,55.43709585,36.14021446,2.807563232,NA,NA,4.291151674,1.064091021,0.259883769,19.29688139,67.03153505,27091,17661,1372,NA,NA,2097,520,48868,90,72903,63.58208955,36.41791045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.864527371,-7.736019321,2.638713804,1.205372402,NA,NA,NA,NA,NA,NA,NA,George Salomon,Alan Bullion,Andy Stamp,Rob McCulloch Martin,NA,Rehman Chishti,NA,NA,NA,NA,NA,NA,NA,Male,Male,Male,Male,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000712,E12000009,Gloucester,-10.20879954,1,-1,Gloucestershire,South West,England,Borough,NA,Conservative,81319,53764,200,10277,29159,18882,4338,NA,1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.36087507,54.23517595,35.12015475,8.068596087,NA,2.576073209,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,Conservative,50.31902499,40.11022544,5.023025282,NA,NA,2.764883209,1.394462836,0.388378243,10.20879954,65.17326583,27208,21688,2716,NA,NA,1495,754,54071,76,82965,58.90014719,41.09985281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.916150969,-4.990070694,3.045570805,1.181610373,NA,NA,NA,NA,NA,NA,NA,Mike Byfield,Rebecca Trimnell,Fran Boait,NA,NA,Richard Graham,NA,NA,NA,NA,NA,NA,NA,Male,Female,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000713,E12000008,Gosport,-34.78304804,1,-1,Hampshire,South East,England,Borough,NA,Conservative,73541,48453,225,23278,32226,8948,5473,NA,1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1916482,66.50981363,18.46738076,11.29548222,NA,3.727323386,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,Conservative,61.93690507,27.15385704,4.7048362,NA,NA,3.617550171,2.069481215,0.517370304,34.78304804,66.72915093,30647,13436,2328,NA,NA,1790,1024,49481,28,74152,61.81519262,38.18480738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.572908559,-8.686476275,6.59064602,1.657842171,NA,NA,NA,NA,NA,NA,NA,Zoe Aspinall,Martin Eric Pepper,Tom Chatwin,NA,NA,Caroline Dinenage,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000714,E12000004,Grantham and Stamford,-35.50615801,0,0,Lincolnshire,East Midlands,England,County,NA,Conservative,81502,56003,305,26003,36794,10791,6153,NA,2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.08787514,65.70005178,19.26861061,10.98691142,NA,4.044426191,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,Conservative,62.00413479,26.49797678,5.513049317,NA,NA,3.083420211,1.381796335,1.519622568,35.50615801,69.23538047,35090,14996,3120,NA,NA,1745,782,56593,106,81740,60.99591413,39.00408587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.695916996,-7.229366171,5.473862098,2.662629856,NA,NA,NA,NA,NA,NA,NA,Anne Elizabeth Gayfer,Harrish Bisnauthsing,Kathryn Marie Salt,NA,NA,Gareth Davies,NA,NA,NA,NA,NA,NA,NA,Female,Male,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
